"A","B","C","D","E"
5.1161390773826726e-02,7.6141126235436285e-02,0.0000000000000000e+00,9.6956384142451515e-03,9.5907051705531043e-01
4.6785241370855567e-02,3.2682142498019123e-01,0.0000000000000000e+00,2.7730869144804393e-01,3.6689907431946955e-01
2.1180313073518894e-01,3.8510016938017572e-01,0.0000000000000000e+00,2.2430362698401979e-01,6.7049247458767836e-01
1.4927451970773201e-01,1.5885573733002339e-01,0.0000000000000000e+00,4.2446132627957389e-01,9.4566575219193405e-01
4.5432077398227938e-01,1.3067733393502831e-01,0.0000000000000000e+00,2.5292522536995221e-01,7.4315301486767882e-01
1.0099793054239863e-01,3.2765775247271917e-01,0.0000000000000000e+00,3.2272673793364187e-01,5.7415110621082421e-01
1.4472626886592993e-01,1.6299241864334871e-01,0.0000000000000000e+00,2.1843510532033214e-01,6.4240948045039237e-01
8.0547013889073329e-02,2.1628874331363548e-01,0.0000000000000000e+00,1.5257351207610098e-01,2.1767181938739188e-01
1.9690789303938050e-01,4.3093215247849459e-01,0.0000000000000000e+00,3.1171518254699532e-01,5.5241923279345517e-01
4.0015403054898946e-01,9.0466007169781315e-02,0.0000000000000000e+00,2.8654818862209730e-01,7.3527482227887542e-01
2.1584337042431004e-01,3.7148020931565495e-01,0.0000000000000000e+00,1.2463787690899558e-01,9.5083170682921025e-01
1.1669193795613170e-01,2.2232886292803894e-01,0.0000000000000000e+00,4.1697363866136240e-02,7.8980416398812592e-02
4.8498193212673724e-01,1.9196996033101144e-01,0.0000000000000000e+00,3.4200454540731806e-01,9.3414946588848524e-02
3.7015893403030564e-01,2.6171115971053704e-01,0.0000000000000000e+00,1.9000067101337634e-01,9.1011615861565653e-01
4.8443544051976928e-02,1.8256399168203630e-01,0.0000000000000000e+00,9.4504372753655058e-02,8.6214907157036302e-01
3.2767226144919376e-01,2.6717451553750876e-01,0.0000000000000000e+00,9.1983590610533461e-02,6.8929030706732397e-01
7.2752053883254869e-02,4.8076617302237656e-01,0.0000000000000000e+00,1.5901810060038383e-02,7.2774633562474622e-01
3.4270944576971019e-01,4.5160245460875204e-01,0.0000000000000000e+00,5.4992138413271540e-03,5.5403104759684818e-01
8.0136869512733938e-02,1.8488569256158469e-01,0.0000000000000000e+00,3.3082847454258546e-01,1.1051745185479067e-01
1.4642141300477868e-01,1.3565001669114751e-01,0.0000000000000000e+00,3.4996721293043070e-01,7.8225547796515293e-01
3.5465278855923671e-01,3.6467144277119351e-01,0.0000000000000000e+00,3.5958325478972923e-02,9.7546747919634669e-01
4.8173404922818885e-01,8.6134293074215232e-02,0.0000000000000000e+00,2.6728790922597795e-01,9.1831388235215439e-01
1.2732181153767685e-02,5.4814240931101779e-02,0.0000000000000000e+00,3.8837511399126079e-01,5.1237567496555014e-01
4.7887248566131402e-01,7.2052433237374383e-02,0.0000000000000000e+00,2.1501770305996146e-01,6.6379398158506087e-01
6.6955737246374963e-02,1.8237256783128217e-01,0.0000000000000000e+00,4.0713309565554590e-01,9.4682289490618410e-01
1.9020629007611742e-01,4.6370938418237856e-01,0.0000000000000000e+00,1.9166292330479240e-01,1.1932779686337924e-01
1.1940352434450634e-01,2.6525011972134804e-01,0.0000000000000000e+00,4.0816384365192543e-01,4.5698654827971064e-01
4.7016327503344535e-01,1.0313761608226993e-01,0.0000000000000000e+00,1.8073406754491442e-01,8.5649596286108465e-01
8.1313032007752861e-02,3.0703872988101866e-01,0.0000000000000000e+00,8.3644894674584108e-02,3.1994736677100866e-01
1.5779131968138027e-01,3.9416519357115187e-01,0.0000000000000000e+00,4.1380443110336929e-01,1.5387333686622817e-01
4.8346054003081107e-01,3.8937056937326131e-01,0.0000000000000000e+00,4.1562684446452502e-02,9.2080756001977782e-01
4.0744057487065688e-01,1.1329140070972119e-01,0.0000000000000000e+00,2.6782148080598783e-01,3.6029961603187677e-01
4.1099868080498347e-01,4.3970181286864479e-01,0.0000000000000000e+00,3.0088648975986132e-01,2.6514654031666507e-01
4.3779220511326367e-01,2.1361322060056481e-01,0.0000000000000000e+00,3.8515879537476955e-01,4.5828312012156602e-01
5.3354674784497000e-02,9.3276181979062118e-04,0.0000000000000000e+00,8.1649213932127526e-02,3.4336927352485169e-01
3.3670916042707466e-01,1.1795205431834550e-01,0.0000000000000000e+00,3.4548451499514810e-01,4.6901151389890861e-01
1.0940604799506116e-01,3.7145812024937302e-01,0.0000000000000000e+00,3.1226917879688457e-02,1.2081395155189978e-01
1.8762700611865864e-02,4.4522164049695628e-01,0.0000000000000000e+00,3.4747607769726241e-01,7.8341874517804388e-02
4.2719255235321019e-01,1.7314888170768061e-01,0.0000000000000000e+00,1.4214023511408150e-01,4.3399757626756719e-01
5.3869537580693773e-02,3.0131487758137265e-01,0.0000000000000000e+00,1.1027904112888395e-01,4.1534095800625392e-01
8.6383744289147135e-02,3.1608664478978277e-01,0.0000000000000000e+00,3.1027228928570294e-01,3.5208157624821124e-01
3.5373445495882061e-01,5.5919618483372888e-02,0.0000000000000000e+00,6.9344574798195155e-03,6.1863212441967574e-01
2.3949870049757702e-01,3.7600691964932470e-01,0.0000000000000000e+00,4.4273328706741044e-01,8.1287247115617389e-01
6.5567502989629781e-02,6.7825731695971392e-02,0.0000000000000000e+00,3.1161316163862302e-01,8.4222636358996272e-01
2.3826746543276855e-01,4.1015655109276128e-01,0.0000000000000000e+00,2.5368551950439727e-01,5.5906462033831850e-01
3.0232555628269908e-01,3.2611702281567290e-01,0.0000000000000000e+00,8.9161015287527443e-02,7.9498233115919303e-02
2.2829250175459898e-01,1.7389904008264573e-01,0.0000000000000000e+00,3.6632889281516490e-01,9.5779519739369823e-02
1.0654175136898007e-01,1.4294051285709347e-01,0.0000000000000000e+00,4.4944365329035568e-01,4.1367105290221207e-01
4.6005014789863580e-01,3.6698050923697149e-02,0.0000000000000000e+00,7.3197640354209004e-02,2.8505496771800121e-01
8.0375021760253726e-02,3.1633004715759205e-01,0.0000000000000000e+00,2.0029928370412153e-01,6.6805513267040673e-01
3.1428454076571816e-01,3.5022848637389226e-01,0.0000000000000000e+00,4.2258898113230076e-01,9.8481550819012420e-01
1.0518433415062546e-01,2.4061362951149004e-01,0.0000000000000000e+00,5.9021705715564615e-02,5.3762262087767088e-01
3.4859751489204049e-01,1.8289187493185535e-01,0.0000000000000000e+00,1.5278796758521404e-01,9.3974871771758339e-02
3.0120357587278324e-01,1.5500334849129924e-01,0.0000000000000000e+00,3.4909993929398958e-01,2.0399415125210729e-01
1.7331616575243841e-01,5.3840549054232412e-02,0.0000000000000000e+00,4.5623736931538006e-01,8.8882013503457769e-01
2.8149673336779180e-01,9.5334600639793363e-02,0.0000000000000000e+00,3.7657022978777777e-01,8.8058218896524787e-01
2.1283204140880133e-01,6.2657027913065863e-02,0.0000000000000000e+00,4.7728070486003565e-01,5.9251960150086425e-01
8.7620267288255616e-02,3.9435925252407592e-02,0.0000000000000000e+00,1.6360233060921497e-01,3.7948493865142052e-01
3.7256487287749107e-02,2.2731863722077009e-01,0.0000000000000000e+00,2.5152853837397027e-01,3.0839241477794976e-01
2.5852313599898041e-01,6.5938353844128217e-02,0.0000000000000000e+00,3.0536491857832682e-01,7.5939425459763665e-01
3.3415000844566572e-01,4.0855516063684816e-01,0.0000000000000000e+00,1.6255300333419218e-01,6.9500844261747430e-01
4.6287710358509671e-01,3.5909568987465986e-03,0.0000000000000000e+00,1.9493931892391350e-01,6.6646807861114432e-02
1.0882375608759792e-01,5.6560202834268394e-02,0.0000000000000000e+00,3.8259913242056209e-01,3.2728893052871633e-01
1.3030303270105424e-02,2.8304532977953323e-01,0.0000000000000000e+00,4.3891949998848223e-01,2.9353038110027518e-01
2.2517741541790084e-01,4.5453252308949660e-01,0.0000000000000000e+00,2.2024862062287237e-01,9.4058668975225568e-01
3.1003669890464985e-01,2.3950481624651229e-01,0.0000000000000000e+00,1.4229771379024458e-01,7.5716028382668465e-01
1.0052691723186288e-02,1.4930026075992608e-01,0.0000000000000000e+00,2.4199149297082120e-01,9.9163530651947385e-02
2.3547006856457939e-01,4.1237335523851409e-01,0.0000000000000000e+00,4.1096680056703649e-01,2.2053248371178835e-03
4.2163147227791264e-01,8.9315202075534953e-03,0.0000000000000000e+00,2.7834639376269876e-01,9.4052127902620786e-01
4.0359280660288643e-01,4.2276485941200476e-01,0.0000000000000000e+00,2.5779403546952306e-01,9.3972669296052880e-01
3.0569147516277972e-01,3.2906223423804287e-01,0.0000000000000000e+00,8.8140920358824194e-03,8.9530923198347034e-01
5.1500365873230806e-02,2.6910964129615850e-01,0.0000000000000000e+00,4.6720505631477199e-01,5.2302863318719428e-01
9.8324448826622168e-02,2.5724778044599877e-01,0.0000000000000000e+00,1.9535479013681650e-01,3.6494844501262436e-01
3.0358351948615220e-01,4.6486142248590706e-01,0.0000000000000000e+00,6.9528302159973707e-04,2.4606663056429112e-01
4.2304882707274803e-02,2.6094771900819885e-01,0.0000000000000000e+00,2.4557866892839889e-01,9.4117303158494048e-01
3.1783226791117580e-01,4.0478718547681575e-01,0.0000000000000000e+00,3.2236699292248749e-01,8.9630728471551624e-02
4.3601579632862769e-01,3.3893546338048547e-01,0.0000000000000000e+00,6.9893806603678874e-02,9.4765765458514695e-01
3.4204719751828033e-01,2.7372269169100250e-01,0.0000000000000000e+00,4.3269324859304509e-01,2.1693667583319032e-02
1.2365206298993024e-01,3.0510169705157530e-01,0.0000000000000000e+00,1.8116620969130406e-01,2.1125625674542015e-01
2.5442431963943257e-01,3.4761100610978507e-01,0.0000000000000000e+00,2.0423995918655682e-01,4.9249356834589664e-01
4.3092479494471553e-01,3.0684128587079584e-01,0.0000000000000000e+00,6.5622671006454136e-02,1.3467022782836535e-01
2.6011207982227036e-01,1.5592776375996739e-01,0.0000000000000000e+00,2.2146039540505774e-01,4.2630105097618598e-01
4.4952280961026117e-02,3.1319482074717364e-01,0.0000000000000000e+00,1.4862869806587201e-01,6.3845794163991920e-01
1.4602256281261028e-01,2.9332808635094920e-01,0.0000000000000000e+00,6.0945854513626142e-02,4.1424898292164269e-01
1.3459219107203368e-01,1.3725131006764221e-01,0.0000000000000000e+00,4.7370594995890197e-01,1.0184783755566684e-01
2.0284143651440423e-01,7.6921413174433614e-02,0.0000000000000000e+00,2.5645142775777030e-01,8.5067594105747801e-01
1.3306031565124835e-01,9.0469612178499026e-02,0.0000000000000000e+00,7.5897113272203040e-02,4.9214951765116277e-01
2.0521139615013709e-01,3.1846554172535357e-01,0.0000000000000000e+00,3.5393858340936635e-01,2.1183140311691284e-01
1.6909800585000878e-01,2.3354382865342027e-01,0.0000000000000000e+00,4.0406616769234527e-01,4.3961626471645365e-02
6.1185461274966269e-03,1.6400534554053842e-01,0.0000000000000000e+00,2.9337958689671506e-01,6.2389023856103187e-01
3.9039359676082602e-01,4.7985024430127959e-01,0.0000000000000000e+00,1.6954573788494212e-01,7.8879844075877958e-01
3.7975608223375651e-01,3.1676448767479731e-01,0.0000000000000000e+00,3.5893787637076807e-01,1.6198789609488862e-01
2.9512522572557892e-01,2.1016918477993432e-01,0.0000000000000000e+00,9.5667693127684875e-02,2.5657380536688312e-01
4.2400823893894779e-01,3.5250805976682231e-01,0.0000000000000000e+00,3.2066557224374326e-01,8.0804490154665465e-01
1.9729350326598213e-02,1.2667470075435408e-01,0.0000000000000000e+00,8.4471748598139870e-02,1.4235592529662222e-02
4.6291770061634951e-01,3.5244470705307937e-02,0.0000000000000000e+00,3.6313155129047364e-01,4.4570855444668855e-01
1.6045480026698322e-01,3.6936354111303576e-01,0.0000000000000000e+00,6.8204528435610257e-02,1.7895106347891665e-01
2.0691580359727763e-01,3.4539728696987254e-01,0.0000000000000000e+00,3.3394676754743856e-02,6.2160667711655759e-01
1.0335325773540441e-01,1.5219708761550749e-01,0.0000000000000000e+00,2.3531839374522273e-01,7.0610209534781165e-01
1.9928098514219519e-01,1.5893860572775004e-01,0.0000000000000000e+00,1.9661991492570918e-02,2.2468892856823941e-01
4.7378542829279729e-01,2.0770761267421889e-01,0.0000000000000000e+00,3.5879410480907103e-01,4.2120733729227156e-01
4.5827742658790249e-01,3.0475438998366416e-01,0.0000000000000000e+00,2.1175707141512068e-01,7.1141553622414966e-01
3.9181806336919206e-01,1.9028492466766797e-01,0.0000000000000000e+00,3.8125949335001574e-01,2.8062468729762280e-01
3.7469043396144891e-01,7.6477127630810951e-02,0.0000000000000000e+00,4.7110384175118419e-01,7.9643991812703829e-01
1.5172618786556966e-01,6.4171319598726850e-02,0.0000000000000000e+00,1.8660393602214340e-01,7.1247510911007805e-01
3.6806517264542188e-01,2.8159438403554204e-01,0.0000000000000000e+00,7.5346768287190821e-02,4.7218025205423442e-01
1.2621598653896804e-01,8.5851758535671722e-03,0.0000000000000000e+00,5.6226856464545019e-02,3.4370036170698604e-01
3.1080552101297765e-01,2.4040470139703771e-01,0.0000000000000000e+00,2.5209751839427363e-01,2.8215891114428504e-01
4.5255196380913232e-01,2.5123812233733264e-02,0.0000000000000000e+00,3.9817668922866278e-01,2.8686955446859197e-01
7.4437151226269302e-02,3.2627076910373654e-01,0.0000000000000000e+00,2.6644842784485812e-01,2.5831700925289480e-01
3.5262490252063960e-01,8.5139565135770562e-02,0.0000000000000000e+00,2.8250051282673661e-01,5.5959606670148876e-02
7.9776999756266301e-02,8.0789407447187531e-02,0.0000000000000000e+00,4.4339527151731079e-01,4.2594540735531106e-01
2.4536911718508761e-01,2.7470998522190791e-02,0.0000000000000000e+00,2.6524358116974400e-02,6.7506052000777417e-01
4.7484660855555316e-01,3.0109045353025543e-01,0.0000000000000000e+00,3.4018163868160173e-01,1.2304233347479410e-01
2.8609401316339755e-01,1.7744474060951809e-01,0.0000000000000000e+00,3.3613105402675031e-01,7.4446142905382140e-01
2.0041460062634464e-01,1.8596818893422573e-01,0.0000000000000000e+00,3.5366340888146791e-01,6.4537201031996139e-01
2.3531062037328029e-01,2.3494755038853572e-02,0.0000000000000000e+00,4.2828681945989167e-01,5.4936061789693391e-01
2.0742276285378347e-01,1.9250973221523061e-02,0.0000000000000000e+00,1.3655444122956487e-01,2.2518844971567198e-02
2.5081248303178479e-02,1.0940880634824073e-01,0.0000000000000000e+00,2.3972346626194421e-01,4.6537789993932344e-01
2.2144184725172503e-02,1.1355635353249809e-02,0.0000000000000000e+00,2.2165974163810886e-01,1.2321372761165961e-01
2.9695016421549941e-01,1.2893045751097348e-01,0.0000000000000000e+00,4.0745735806831318e-01,5.2110534885911153e-01
4.3277187986268550e-01,3.4245570805171936e-03,0.0000000000000000e+00,2.6741369297699846e-01,2.9321398337626636e-01
4.0692143891720289e-01,2.0729482881790937e-01,0.0000000000000000e+00,3.8320033133556780e-01,9.5192969765520719e-03
3.0119212580306454e-01,4.4335888341882301e-01,0.0000000000000000e+00,2.8367708882208215e-01,6.1225719170678738e-01
8.8231917275578206e-02,3.3931632995901767e-01,0.0000000000000000e+00,3.6854851710944825e-01,4.0837001473029799e-01
4.1659365071193180e-02,4.4396775331162297e-01,0.0000000000000000e+00,4.1736265791607596e-01,2.1044583271849326e-01
4.7021945234165730e-01,2.6497175738308082e-01,0.0000000000000000e+00,2.0192884927261967e-01,4.4147786127332944e-02
3.7839055534487948e-01,4.6442503730092949e-01,0.0000000000000000e+00,2.4774648179788358e-02,7.7233008386676794e-01
2.2251183821566450e-01,1.8313614767544650e-01,0.0000000000000000e+00,4.5408388591764592e-01,3.1990259539159238e-02
1.9921564563845948e-01,1.5631540108783284e-01,0.0000000000000000e+00,2.2718029842759297e-02,7.1618691253154720e-01
2.7391493278955065e-01,1.5318445646360451e-01,0.0000000000000000e+00,1.8878431975480361e-01,2.2577532774385478e-01
1.8511414674317211e-01,3.0014291076785016e-01,0.0000000000000000e+00,3.8832205459945485e-01,6.7422818063025791e-01
1.4124721917621938e-01,3.4367638414871132e-01,0.0000000000000000e+00,2.7289960297684560e-02,2.6349194779120189e-01
2.4339511987949436e-01,4.4119080693107032e-01,0.0000000000000000e+00,1.6753647064400242e-02,7.0736049215927177e-01
3.5996470037860934e-01,3.8723980013941522e-01,0.0000000000000000e+00,2.7783521453483789e-01,3.7154819248812321e-01
2.2995025461540995e-02,6.4164911906723424e-02,0.0000000000000000e+00,4.5660708289050256e-01,4.1436275853353943e-01
1.5778540383277972e-01,2.5751547861883151e-01,0.0000000000000000e+00,7.3448088179468032e-02,7.2228047525738459e-01
2.1295172964477954e-01,3.3968044001994974e-01,0.0000000000000000e+00,2.2052599545168400e-01,3.6522303914226684e-01
4.0749696127821000e-01,1.9078931376249539e-01,0.0000000000000000e+00,2.6861367178475043e-01,5.5531020228131056e-01
1.6695744882472008e-01,4.6346890937168411e-01,0.0000000000000000e+00,2.0940056826911577e-01,9.0154159000627510e-01
3.8792598581083665e-01,4.0526218565515593e-01,0.0000000000000000e+00,1.6724849663242444e-01,1.4345260185041120e-02
8.9404737572934781e-02,4.3908477728784001e-01,0.0000000000000000e+00,2.4065116262757305e-01,2.6839460643141511e-01
9.8020188506663053e-02,6.6561728470657291e-02,0.0000000000000000e+00,4.5399225852984754e-02,8.2717955843927671e-01
2.0755927978481120e-01,7.1388393450900089e-02,0.0000000000000000e+00,5.2319513306036500e-02,6.3213508567275567e-01
2.9444006032467224e-01,1.5762959453398909e-01,0.0000000000000000e+00,1.6341892511962403e-02,3.1887034695632654e-01
2.7339107360745779e-01,1.6424223211310143e-01,0.0000000000000000e+00,4.2790906700061226e-01,5.0485356953342220e-01
2.4477973592870469e-01,2.9600590967145191e-01,0.0000000000000000e+00,8.2655423118356927e-02,4.2635106529739630e-01
2.8681948820994319e-01,1.4712039199395180e-01,0.0000000000000000e+00,1.5458697499977395e-02,9.5926633305525222e-01
2.8151119299619282e-01,1.3970962423612593e-01,0.0000000000000000e+00,1.8079845509957952e-02,8.5279568009105677e-01
3.7429520129972760e-01,1.5555628212490141e-01,0.0000000000000000e+00,1.7812933482848911e-01,4.9605403010033777e-01
1.7266985862305204e-01,1.9873012236941473e-01,0.0000000000000000e+00,3.1687726418674667e-01,5.3784587131576811e-01
4.3761689752569022e-01,9.3549947652807677e-02,0.0000000000000000e+00,2.2037108785188780e-01,1.7524501684674632e-01
2.0895604294788611e-01,3.5514112104981127e-01,0.0000000000000000e+00,2.4401862168351116e-01,5.9106369913829937e-01
2.0807895797162473e-01,1.4667869204079725e-01,0.0000000000000000e+00,4.1506751657935448e-01,4.3864436051954780e-01
4.0414888322957765e-01,2.1556703958360737e-01,0.0000000000000000e+00,4.4326880989890483e-01,9.8105558279639649e-01
3.9691804425114308e-01,4.1193278593097327e-01,0.0000000000000000e+00,9.7211571088326440e-02,9.3171772718524526e-01
2.7515007968675520e-01,3.4089544416458045e-01,0.0000000000000000e+00,7.0471002805588864e-02,9.1717048419194014e-01
4.4679646903857828e-01,9.2279022563294955e-02,0.0000000000000000e+00,4.6423045646997500e-02,1.0110507865202623e-02
4.4501686761597703e-01,2.1223261473638777e-01,0.0000000000000000e+00,4.7888098998205986e-01,6.1910604006894632e-01
3.1376539354156735e-01,2.5587640879316004e-01,0.0000000000000000e+00,3.4434335561704776e-01,6.6249558711577095e-01
4.2312921622254379e-01,6.0928012967005611e-02,0.0000000000000000e+00,1.9893807119075652e-02,7.6738279899536632e-02
4.6918090593284628e-01,1.6198179389070336e-01,0.0000000000000000e+00,1.3346263559324997e-01,1.3499525239254329e-01
2.7573220485924688e-01,1.6722400147520364e-01,0.0000000000000000e+00,1.3660385768683281e-01,6.6217428890821939e-02
1.0303527708245454e-01,4.2164080759146466e-01,0.0000000000000000e+00,3.0262671857096696e-01,2.5641668420034658e-01
8.2155767992034940e-04,3.2470666034054285e-01,0.0000000000000000e+00,1.5808184427320430e-03,4.0153455815434125e-01
3.2271305665652622e-01,1.0746234253509705e-01,0.0000000000000000e+00,2.9020843426746951e-02,9.5714186255172762e-01
1.0744288275896031e-01,4.3340247714579655e-01,0.0000000000000000e+00,2.5884063364328701e-02,1.8207572165965802e-02
4.6428786244584985e-01,4.8107906010273249e-01,0.0000000000000000e+00,1.5436887976001429e-01,5.0561191620805679e-01
1.2808928255426971e-01,3.4501302055398225e-01,0.0000000000000000e+00,1.1376844225424070e-01,7.8705352953739527e-01
3.9670337424059027e-01,2.9805887013763283e-01,0.0000000000000000e+00,1.0556899608577244e-01,5.9368967256669203e-01
1.6017048879246781e-01,1.7158151752249567e-01,0.0000000000000000e+00,1.3696701465244060e-01,2.0119205228741044e-01
6.6698150353414337e-02,2.8844327843781620e-01,0.0000000000000000e+00,1.8938698945303545e-01,2.7204978809221658e-01
3.0035626713220892e-01,1.1645833012760799e-01,0.0000000000000000e+00,4.9383263718201491e-03,4.4326774430500171e-01
2.8308944397564573e-01,7.3386799589909679e-02,0.0000000000000000e+00,2.9655240418131279e-01,3.2844264952218460e-01
1.2287447101801572e-02,1.5089329456130424e-01,0.0000000000000000e+00,6.0756712806806092e-02,7.8590831017296559e-01
4.6075709461840947e-02,3.3637369596969863e-01,0.0000000000000000e+00,1.8678244272538319e-01,8.6723899840650209e-01
1.8191714005322554e-01,4.4138807760124266e-01,0.0000000000000000e+00,2.3551960617747394e-01,9.5437961210932798e-01
2.7789985036677395e-01,3.7211546184930017e-01,0.0000000000000000e+00,4.1058682680734820e-01,7.5203196055236754e-01
4.6592654231529068e-01,1.5206057917807744e-01,0.0000000000000000e+00,1.1546883605530349e-01,7.6264812937295945e-01
1.3315399192547051e-01,1.5075340607707119e-01,0.0000000000000000e+00,4.5430422926103886e-01,8.1944316895170788e-01
3.5820031946315001e-01,4.2835682325377417e-01,0.0000000000000000e+00,4.1785017310966649e-01,4.7094119558432168e-01
3.9208534317973587e-01,2.9466083327784570e-01,0.0000000000000000e+00,1.6964726211069894e-01,2.8015931017939222e-01
5.1621276575998971e-02,1.6390758429970265e-01,0.0000000000000000e+00,4.3193509348846959e-01,1.1765638205855034e-01
1.6228283325858267e-02,2.8633336584326197e-01,0.0000000000000000e+00,2.9322583675670250e-01,8.7045262253169797e-01
1.2661580499632905e-01,1.8656627055008226e-01,0.0000000000000000e+00,3.9347828826938758e-01,3.6736121888781459e-01
9.0436451774346116e-02,2.2401089294231832e-01,0.0000000000000000e+00,1.2408952304246626e-01,1.9851455483612157e-01
2.8977592139158759e-01,9.0926673546283560e-02,0.0000000000000000e+00,1.3834813043206365e-01,6.6179689834115352e-01
1.7227025542356186e-01,9.9613518092927844e-02,0.0000000000000000e+00,1.6725566180903967e-01,3.2679594370368070e-01
5.6297743759308849e-02,2.7611497904691584e-01,0.0000000000000000e+00,3.6703512897055818e-01,3.6890322438798417e-03
4.3132252282401023e-01,3.5823719572971585e-01,0.0000000000000000e+00,2.8781753268271026e-01,7.6151021991362144e-01
2.8256129810163750e-02,3.3702771222628131e-01,0.0000000000000000e+00,2.1089274682801758e-02,9.6507185091427194e-02
3.9268176010902428e-01,3.7945665272232415e-01,0.0000000000000000e+00,1.0018238163991443e-01,6.3173214631943453e-01
3.4389511295368402e-01,1.1202271931005796e-01,0.0000000000000000e+00,4.7322389808692000e-01,2.7388818214273258e-01
3.4724175147946756e-01,1.4033907588893235e-01,0.0000000000000000e+00,3.2814181109427028e-02,5.5293219001087812e-01
4.1912938298678065e-01,2.0308942596792048e-01,0.0000000000000000e+00,3.4671503412417731e-01,9.1526166310414081e-01
2.0270565904246465e-01,2.3654443589191457e-01,0.0000000000000000e+00,1.0089427923635436e-01,8.7144874829427010e-02
1.1256041506429411e-01,1.4933508369954952e-02,0.0000000000000000e+00,2.6303036235364785e-01,5.8146795373014504e-01
3.7289801097033148e-01,2.8667246895141474e-01,0.0000000000000000e+00,2.9394634306831047e-01,8.9728886828346166e-01
8.5497362597788062e-02,4.2099283954252026e-01,0.0000000000000000e+00,3.7092091155600321e-01,2.6065854841550351e-01
2.4615460662260163e-01,3.1162946766189997e-01,0.0000000000000000e+00,1.7373707894259538e-01,3.6306995378494844e-01
2.9285770451468202e-01,1.2022059290409212e-01,0.0000000000000000e+00,5.7778523689676391e-02,7.1278134089216239e-01
4.3054262017534434e-01,5.7363851476888564e-02,0.0000000000000000e+00,9.8005421413197930e-02,7.1398690331238401e-01
1.2648073877204215e-02,1.9363509290345005e-01,0.0000000000000000e+00,3.0776055542038533e-01,6.6240803705457063e-01
1.1355541857024294e-01,1.7598341555061797e-01,0.0000000000000000e+00,4.2703192160091236e-01,4.5305861899527233e-03
3.0537834648278788e-02,4.6620232891187646e-01,0.0000000000000000e+00,1.0160393840207532e-01,1.2049575829101711e-01
9.6905603000357957e-02,1.7487547393179853e-01,0.0000000000000000e+00,3.7976324977298065e-01,5.2717848035447390e-01
2.6235828093548862e-03,3.1451156599510915e-01,0.0000000000000000e+00,2.6402029235756280e-01,5.7275952852488365e-01
3.4527189956224441e-01,1.1078195826181640e-01,0.0000000000000000e+00,1.6526904220205207e-01,7.1618140033637134e-01
4.3102933845720925e-01,4.6710322833268442e-01,0.0000000000000000e+00,6.1808256284178131e-02,5.2226604922306641e-01
4.2568951391076421e-01,1.8695443376869333e-02,0.0000000000000000e+00,1.3936699656413326e-01,2.2496005689102705e-01
2.3790137214569534e-01,3.6346799287667020e-01,0.0000000000000000e+00,9.4288102810251531e-02,7.9318212324991300e-01
4.4246262880857834e-01,3.0059471235874385e-01,0.0000000000000000e+00,4.2702618224583561e-01,3.5459775499387614e-01
1.4999608055899105e-01,2.1023147558479274e-01,0.0000000000000000e+00,8.0129274512630473e-03,5.3983997149577423e-01
4.2576620165084883e-01,3.3952636321279689e-01,0.0000000000000000e+00,5.2901611998013950e-02,5.7491112210528383e-02
3.4894014682169222e-01,5.4786195471563430e-02,0.0000000000000000e+00,1.3664128795061048e-01,3.9119405166948940e-01
4.8110487896115139e-01,4.4711475278155505e-01,0.0000000000000000e+00,2.1841761373428817e-01,9.9244704130341721e-01
1.9050677858551376e-01,4.3164182476188845e-01,0.0000000000000000e+00,8.2566302690989038e-02,6.0882710798641559e-01
3.0605628424941522e-01,1.2206076758027662e-01,0.0000000000000000e+00,3.8033110439063028e-01,5.4530643181333716e-01
4.6654569994817630e-01,2.9996121097945488e-01,0.0000000000000000e+00,4.0463870232217664e-01,1.4959067423262362e-01
1.2149532575611087e-01,2.0910996212935914e-01,0.0000000000000000e+00,1.5017973032959797e-01,1.5355088352120982e-01
1.0816068649186787e-01,1.0723341409494044e-01,0.0000000000000000e+00,2.0827919194496308e-01,9.1985364840965600e-01
2.1727302717815467e-01,4.4473520447437509e-01,0.0000000000000000e+00,2.4068508208042950e-02,9.2068972559612217e-02
1.2505975882063788e-01,2.1365910679504616e-01,0.0000000000000000e+00,4.2720111200964545e-01,4.5918628091976399e-01
2.2050411128353237e-01,1.0293370106568403e-02,0.0000000000000000e+00,2.2938071652956735e-01,2.8295869735369705e-01
2.1754952920070283e-01,3.1300121356865040e-01,0.0000000000000000e+00,9.7741200102050618e-02,1.2996685159188948e-02
2.4152370899373871e-01,2.8701466870053420e-02,0.0000000000000000e+00,4.0486822649955279e-01,3.7921381974936619e-01
2.8078649430715458e-01,8.2448862779898047e-02,0.0000000000000000e+00,3.7601527179414962e-01,4.2224142470908577e-01
1.9742808515521695e-01,2.5186901564663688e-01,0.0000000000000000e+00,1.1945567936768425e-01,5.2357864159678957e-01
1.1167184844307070e-01,2.7317154676838201e-01,0.0000000000000000e+00,2.1324458509349506e-01,3.2979873116028124e-01
2.9433885957255396e-01,7.8004229533962272e-02,0.0000000000000000e+00,6.3381792077372379e-02,8.0462639771108702e-01
4.3622133782031730e-01,9.0926148293287351e-02,0.0000000000000000e+00,1.2854559692298748e-01,8.0699596706150922e-01
1.2622338240915509e-01,1.3496203708694606e-02,0.0000000000000000e+00,3.2128356019786047e-01,2.3671897843541556e-01
5.6029005254774342e-03,3.6989621301312564e-01,0.0000000000000000e+00,1.4367002650435928e-01,1.9364544134656270e-01
