"A","B","C","D","E","F","G","H","I","J","K","L"
1.3390414446189158e-02,3.7047768000856157e-02,0.0000000000000000e+00,4.6533616242634451e-01,4.2166387827179058e-01,1.7079383923357033e-01,2.5618399601596581e-01,0.0000000000000000e+00,2.9355492538015349e-01,4.3137483472807969e-01,4.1190157134611383e-02,2.0799420392840062e-01
8.9898710073403310e-01,3.2077914169070060e-01,0.0000000000000000e+00,1.6345979966091645e-01,1.4686374073219718e-01,4.2021292689822121e-01,2.0531099593299151e-01,0.0000000000000000e+00,8.1485055833080677e-01,4.7342177789160933e-01,2.1295717226380328e-01,8.8292815184764240e-01
8.0801031189764316e-01,4.7759102807000864e-01,0.0000000000000000e+00,2.2265281333263470e-01,5.1007977206088816e-02,3.9365132126820168e-01,1.6152529290752266e-01,0.0000000000000000e+00,3.9204753177210527e-01,3.5446769252419702e-01,5.5186159792694123e-01,3.3524059088374769e-01
6.7184729398504306e-01,2.3265123778825245e-01,0.0000000000000000e+00,4.1276219208072062e-01,1.9278591721048932e-01,2.6963330049585732e-01,1.3558351872965527e-01,0.0000000000000000e+00,2.6957893307895175e-01,3.1631533816282431e-01,8.7594137538633987e-02,4.7084819112908893e-01
7.2845610937568361e-01,2.3781703496465120e-01,0.0000000000000000e+00,1.5384212474871092e-01,1.3633164610292520e-01,1.4631498723719516e-01,1.2642854588281835e-01,0.0000000000000000e+00,4.3958285957726750e-01,4.2486339462189555e-03,6.9531383665444202e-01,8.6842872018599304e-01
2.6865807963760235e-01,1.4769387194542491e-01,0.0000000000000000e+00,1.2276725073334749e-01,3.5255333667808891e-01,3.5742634173269250e-01,3.2497925242150877e-01,0.0000000000000000e+00,3.6832295512626878e-01,9.6997362553390823e-02,1.0807544297963756e-01,9.4644103156641024e-01
4.7185838056030316e-01,1.2996695858328597e-01,0.0000000000000000e+00,3.8018790910432376e-01,4.7197143101252786e-01,8.6757144415978385e-02,6.7235844970768829e-02,0.0000000000000000e+00,9.5438897082210872e-02,3.3230313451492605e-01,8.5383047525011024e-01,4.5531106083613926e-01
4.3141656501580439e-01,1.8308735567324105e-01,0.0000000000000000e+00,1.2000757072551016e-01,2.3755470045410992e-01,2.0009781489883768e-01,9.5675916709289849e-02,0.0000000000000000e+00,7.0698425211384319e-01,5.4736127016385319e-02,5.1421015869015996e-01,5.4963387766093241e-01
4.0228232516079299e-01,3.4384794235172217e-01,0.0000000000000000e+00,4.3288635708263945e-01,3.5103062117719191e-01,1.8952223502548446e-01,1.0554300885392309e-01,0.0000000000000000e+00,6.0120141196046761e-01,2.1148875354604302e-01,3.2529995308166360e-01,4.9692441113492225e-01
5.4470434621372021e-03,6.5139672081487174e-02,0.0000000000000000e+00,2.2261118774063052e-01,4.6211821875477899e-01,1.7891715045971215e-01,3.1369216517040094e-01,0.0000000000000000e+00,5.4860255969908067e-02,1.9667941577981121e-01,4.4402435627278614e-01,8.4359121959744621e-01
8.7538724314296656e-01,2.6172734476324444e-01,0.0000000000000000e+00,2.2365776099180190e-01,1.0783479611578591e-04,1.8021086217862453e-01,1.9744900155909428e-01,0.0000000000000000e+00,5.9187214765738894e-01,2.9221313389407388e-01,3.6360025092871995e-01,8.0668828683109206e-02
9.6700747005527132e-01,2.8735831893355285e-01,0.0000000000000000e+00,2.8733184346854707e-01,1.5989098395927376e-01,4.6933045983998722e-01,4.8697731245739317e-01,0.0000000000000000e+00,9.6305568659142571e-01,4.3345927237819465e-01,7.5860336531415418e-01,2.2733207605506456e-02
6.3235224138040214e-01,1.0407261680789774e-01,0.0000000000000000e+00,2.5262869748584255e-01,1.3646865337590408e-01,3.2784537141310932e-01,8.4636935707849303e-02,0.0000000000000000e+00,7.2868694902645403e-01,2.3103521593671492e-01,4.7119494924199246e-01,3.9284505793954527e-01
4.6290033651713913e-01,2.6255748165412141e-01,0.0000000000000000e+00,5.7017183182061761e-02,1.9463548640919479e-01,1.9291019605302479e-01,2.2321793411344726e-01,0.0000000000000000e+00,6.7599619867108807e-01,1.7257910905583612e-01,3.4595023548243464e-01,3.1823121196920434e-01
8.9641206961321740e-01,3.1386709636075483e-02,0.0000000000000000e+00,2.8666112102657021e-01,4.1278745032827038e-03,3.2025413499844702e-01,1.4638322726666875e-01,0.0000000000000000e+00,3.0413621709689265e-01,6.8999427823255757e-02,7.1087721761744693e-01,6.9648288643482426e-01
6.0420323870470871e-01,2.1074016788617708e-01,0.0000000000000000e+00,1.1607603096569685e-01,1.1720174653007226e-01,4.4010835607110682e-01,3.1586317188464125e-01,0.0000000000000000e+00,5.1058140453623801e-01,4.5527730943226580e-01,7.1701423972450495e-01,3.1781632415357808e-01
4.4963188883920546e-01,4.8949871208405472e-02,0.0000000000000000e+00,1.4326305200386588e-01,4.1073512795162542e-01,1.6114915921151959e-01,1.4869953195088720e-01,0.0000000000000000e+00,9.3016649136968277e-01,1.2241769275969464e-01,3.1218130434609037e-01,2.6318204327594041e-01
9.7356969256802195e-01,2.0037451734039251e-02,0.0000000000000000e+00,7.1898452599101367e-02,1.6981014785529691e-01,2.1776271515063136e-01,5.3945222045508161e-02,0.0000000000000000e+00,7.0063945730944832e-01,1.0589393223281100e-01,6.5975469410794041e-01,6.4180171149260468e-01
8.4850053939546544e-01,2.6803253579176889e-01,0.0000000000000000e+00,1.2157111151105725e-01,2.3115556443710478e-01,1.5106009824060670e-01,8.8538452461559766e-02,0.0000000000000000e+00,8.6441279093888213e-01,4.3499734975510657e-01,8.5100673195634524e-02,2.8677371878934932e-01
5.0551620847672707e-01,1.2407690856608215e-01,0.0000000000000000e+00,8.8298660922095387e-02,2.3912777684795333e-01,4.2685304759963771e-01,4.6274999991063381e-01,0.0000000000000000e+00,1.1741434626534719e-01,3.3429393019945935e-01,9.8007078453147467e-01,8.3920792846605163e-01
5.4393992833957117e-01,3.1304273670478111e-01,0.0000000000000000e+00,1.8161616690174326e-01,3.7150737915808729e-01,3.6932979222612544e-01,3.3591402066070619e-01,0.0000000000000000e+00,1.7676969845975132e-01,2.9938150436483241e-01,1.3368114584664847e-01,9.4783337008310897e-01
1.7758134785378554e-01,3.5530469034418483e-01,0.0000000000000000e+00,2.6917120678552486e-01,1.8349778428734959e-01,2.6726168162106939e-01,3.8172749583020849e-01,0.0000000000000000e+00,2.9775128921489369e-02,3.9376036775273032e-01,6.9318608041964991e-02,3.8546963710883198e-01
8.9282064712771292e-01,1.6165187768527978e-01,0.0000000000000000e+00,8.7605866176072106e-02,2.7765923435218048e-01,2.4914987288624529e-01,1.5998151603817490e-01,0.0000000000000000e+00,8.1124761580246130e-01,1.8617184269820683e-01,5.6328059895624882e-01,1.7550012677793370e-01
5.7786712938314944e-01,1.0807011162290314e-01,0.0000000000000000e+00,4.6105191335172069e-01,1.4388506119859348e-01,8.7760122184155825e-02,1.2476706638545194e-01,0.0000000000000000e+00,7.0272218220373572e-01,1.4856327634053951e-01,8.9640841374143410e-01,3.5298866329423118e-01
2.0070355326789135e-02,4.3683037100542149e-01,0.0000000000000000e+00,3.4462111293475450e-01,3.8937611081339185e-01,1.5736026187288371e-01,3.5461853441385166e-01,0.0000000000000000e+00,9.3564155116593439e-01,1.9349668811627840e-01,1.7202654536699136e-01,2.3251304510747839e-01
2.5456444039785886e-01,2.0235559024597638e-01,0.0000000000000000e+00,3.5181794112415293e-01,5.3787345831525314e-02,2.4357916923537762e-01,5.0197071841927184e-02,0.0000000000000000e+00,8.3754753406336424e-01,2.4120089422191607e-01,3.4011188128260095e-02,9.9061231138684303e-01
2.6033912995929565e-01,3.5327327300870437e-01,0.0000000000000000e+00,1.8921132081733291e-01,3.6902054302804832e-01,4.8329017305721075e-02,2.7404387255048276e-02,0.0000000000000000e+00,7.9748366489085565e-01,2.0605020384416486e-01,8.9944518074679003e-01,7.4505873225043162e-01
6.2031337862062941e-03,7.4931422837918801e-02,0.0000000000000000e+00,3.8490601719083514e-02,9.7494235667697299e-02,1.3097184647461602e-01,3.0318463840196158e-01,0.0000000000000000e+00,8.5842478047390092e-02,1.9503750740005679e-01,2.2081640365106825e-01,2.2382454111397743e-01
1.3140293927537572e-01,1.4887742613194402e-01,0.0000000000000000e+00,1.0198983487470989e-01,2.7709202993281890e-01,1.6631376270140477e-01,1.4547890699964017e-01,0.0000000000000000e+00,5.5520389084211774e-01,1.8230277647563939e-01,5.5625455420835968e-02,6.4480455025935224e-01
5.3886725047683148e-01,5.8459711993501570e-02,0.0000000000000000e+00,1.3124652648506066e-01,3.1857071217963645e-01,1.9444088928899758e-01,1.3317087809408107e-01,0.0000000000000000e+00,9.3347987197695814e-01,2.8345298146276598e-01,4.7342948993001510e-01,9.4821548086279095e-01
7.8354809124427760e-01,4.2810638034748277e-01,0.0000000000000000e+00,1.6632613812322875e-01,6.4458966740849125e-02,4.9793753189908384e-02,2.2166345848140151e-01,0.0000000000000000e+00,9.8414313050431623e-01,3.8867421153602122e-01,7.5599562983477142e-02,4.3483821146532087e-01
7.4274456195461092e-01,1.0427456799640004e-01,0.0000000000000000e+00,6.7334734045441630e-02,2.2624578652354788e-01,2.4559698632944035e-02,4.3926823927691305e-01,0.0000000000000000e+00,2.1532824416155427e-01,7.8509917648582048e-02,8.5669245916928816e-01,7.6676506776588349e-01
2.6242985777536698e-01,4.1573870374817572e-02,0.0000000000000000e+00,1.7414339651676924e-01,4.2989533723742801e-01,7.2375418054831941e-02,2.2648793597002737e-01,0.0000000000000000e+00,5.2310693721344692e-01,3.3503827757113031e-01,5.2312145690812972e-01,2.9796266631468837e-01
9.9901721149803446e-02,3.2114200870246129e-01,0.0000000000000000e+00,3.6999691337518148e-01,1.1821760824831319e-01,3.4007390431314011e-01,2.6532151859105318e-01,0.0000000000000000e+00,5.6788568116970972e-01,8.7705347588457064e-02,9.8588655460698793e-01,7.0001958725533431e-01
8.3988987652117353e-01,1.2304855803170478e-01,0.0000000000000000e+00,4.6274619511490683e-01,2.7556602742456537e-01,3.0950188326071287e-01,3.4228854352697724e-01,0.0000000000000000e+00,6.1085361076207922e-01,1.1379419598196153e-01,7.3308488746578604e-01,3.1244993273633548e-01
3.2537211012621792e-01,1.7121939710813341e-01,0.0000000000000000e+00,1.2503633660606220e-01,1.0515297114059867e-02,1.4260502117417409e-01,3.3676950032409525e-01,0.0000000000000000e+00,5.1742515907604592e-02,8.1793203055789784e-02,8.8368251388903118e-01,9.1489607769075243e-01
6.0623469781319628e-01,4.1225271756539700e-01,0.0000000000000000e+00,3.5995655729021497e-01,2.4660610175893821e-01,3.2584749664689705e-01,4.7711545952119622e-01,0.0000000000000000e+00,8.5618400437318209e-01,4.7879146477909357e-01,3.2507922840968662e-01,6.9454215818319809e-01
8.4308237283678622e-01,1.2025721729653227e-01,0.0000000000000000e+00,2.7098791850205517e-01,4.2043037642621067e-01,3.4654425922992615e-01,4.6775847891523858e-01,0.0000000000000000e+00,3.5193792725367867e-01,3.7672774086572286e-01,1.4508737076993294e-01,8.4831066496327123e-01
2.1230872580701909e-01,7.8239895837942094e-02,0.0000000000000000e+00,3.2767844834119475e-01,4.5181260364269549e-01,2.5909275862170084e-01,3.9762821090774850e-02,0.0000000000000000e+00,8.0581305618940169e-02,2.3510251015698888e-01,6.6585284454095262e-01,4.4963633834236716e-01
4.3186646779447613e-01,1.9256482322983082e-01,0.0000000000000000e+00,3.1557520544034273e-01,2.6421294031367959e-01,3.3654481844387019e-01,3.3414100672021124e-01,0.0000000000000000e+00,8.4101682641840059e-01,4.2155199471134364e-01,1.9011669804037057e-01,3.9436614192582753e-01
8.6192492247903751e-01,2.4630198325337754e-01,0.0000000000000000e+00,1.6285758647993462e-01,1.1476034434376951e-01,4.3872277155493300e-01,3.4668200905593105e-01,0.0000000000000000e+00,3.3542532048633689e-01,4.1989939117770581e-01,5.5413884969697702e-01,2.0831769284855683e-01
2.8605489930257866e-01,1.8669444023456282e-02,0.0000000000000000e+00,1.1390289639757424e-02,3.1282627805943669e-01,3.9482615216286737e-01,1.2662287328490854e-01,0.0000000000000000e+00,4.9943019388147403e-01,2.3945367766528964e-02,3.0771633432196643e-01,2.6261545574635448e-01
5.2359349188455062e-01,2.8733536003217869e-01,0.0000000000000000e+00,4.3364408919545389e-01,1.7385878208260561e-01,6.1800435112069375e-02,1.6875832737633506e-01,0.0000000000000000e+00,3.1910345114247041e-01,2.7767363536336787e-01,2.7729461402218147e-01,6.9483389605660917e-01
1.6870585341119981e-01,4.0358741567847259e-02,0.0000000000000000e+00,1.6329880191442042e-01,2.2534377274294887e-01,2.5237206397185058e-01,4.0566159295484466e-01,0.0000000000000000e+00,1.4397369472072929e-02,2.3765959259617422e-01,8.8225372617286002e-01,7.4429327087591557e-01
7.6264314739833261e-01,3.2389877861807403e-01,0.0000000000000000e+00,3.5193139229865006e-01,1.4044377673608596e-01,1.5521227325447023e-01,3.6455165152159591e-01,0.0000000000000000e+00,3.6418561942580263e-01,5.2494893314068834e-02,9.2312818661329787e-02,4.1797668032900837e-01
1.4475397185602468e-01,1.2272161787635831e-01,0.0000000000000000e+00,2.7157754849818827e-01,1.2752924664572401e-01,3.6490164350056774e-02,2.7558501731747648e-01,0.0000000000000000e+00,6.0449952300682264e-01,9.0239270568159669e-02,6.4792353714391182e-01,6.5944582044047673e-01
6.9763482153563539e-01,3.4644924717582556e-02,0.0000000000000000e+00,4.7250539473009728e-01,4.2586465844367372e-01,2.3977224643031933e-01,2.4185966604149736e-01,0.0000000000000000e+00,9.9234726675543827e-01,1.6803351120463703e-01,6.7598253333374325e-01,8.0499753267680441e-01
5.1589364238136937e-01,3.2337433971810420e-01,0.0000000000000000e+00,9.6832359967290144e-02,4.4343666033349388e-01,3.3909578599212159e-01,3.4548368352894671e-01,0.0000000000000000e+00,9.5493277810304900e-01,1.4978779817582266e-01,4.8049816986477101e-01,4.6043250957362880e-01
9.8022321992801387e-01,2.6976563376370177e-02,0.0000000000000000e+00,3.6107641109541948e-02,2.5596521807154260e-01,1.7047311259435985e-01,2.5327661261521023e-01,0.0000000000000000e+00,5.5169653319374334e-01,2.7637086640484942e-01,6.5964137978653836e-01,4.8080899439171487e-02
2.9208880006825688e-01,5.2509499486843282e-02,0.0000000000000000e+00,3.2610260870133545e-01,1.2311435008504301e-01,2.5024523099905976e-01,2.0637519171776308e-02,0.0000000000000000e+00,8.6588135711388592e-01,3.8324876445764372e-01,8.7067163805468883e-01,7.3100706126867898e-01
4.8626844050267604e-01,4.0012341474600789e-02,0.0000000000000000e+00,8.8665185973909544e-02,2.3764792655922778e-01,2.1521365096213119e-01,2.5071064392613140e-01,0.0000000000000000e+00,6.7002931995363912e-01,1.5601739360650727e-01,3.2454482111435001e-01,4.1392461000069769e-02
5.5620470867762450e-01,3.8598320269834924e-01,0.0000000000000000e+00,9.8775805421685001e-02,2.2017190263747791e-01,2.3795190878905581e-01,8.2658576445299059e-02,0.0000000000000000e+00,8.0082776024317504e-01,4.1647112080888404e-01,5.8267712351971035e-02,4.1782493709364155e-01
9.2072546276770262e-01,4.8538834039483231e-01,0.0000000000000000e+00,3.4665752472709521e-01,2.4307948321124226e-01,4.4605802528449251e-01,3.7996707700432136e-01,0.0000000000000000e+00,4.2508047384970427e-01,2.0279321916582482e-01,4.2472125145222517e-01,3.3610384631664392e-01
4.6728637715436627e-01,6.1192439192944377e-02,0.0000000000000000e+00,1.8505705473914447e-01,4.3430009521565932e-01,3.5252119865273535e-01,3.5436606487240890e-01,0.0000000000000000e+00,2.0485755108072357e-01,3.2587933450659889e-01,1.0385034925626191e-01,4.5854982927418164e-01
1.6840395828214971e-01,1.0317260904882623e-01,0.0000000000000000e+00,1.4762701981245210e-01,2.8197039494753712e-01,4.2650281675504820e-01,2.5048332112178040e-01,0.0000000000000000e+00,6.4193513803029578e-01,4.7240512268144558e-01,7.6216719246994358e-01,2.2778555456486438e-01
1.1816219397220928e-01,2.3015168522564064e-02,0.0000000000000000e+00,1.3187593920450544e-01,1.1656789155251279e-01,4.8078652395234400e-01,2.2952279796666886e-01,0.0000000000000000e+00,6.5779895309154357e-01,1.2558037990025347e-01,9.8077634637601618e-01,5.9741858259966141e-01
5.6058391823568643e-02,4.0475560555498308e-01,0.0000000000000000e+00,4.4267652265809733e-02,4.6229874383714387e-01,3.0556498297259099e-01,4.2687752806284207e-01,0.0000000000000000e+00,5.2147774552153492e-01,8.2451773261273745e-02,7.9067851838692138e-01,4.9949655124906323e-01
7.2005805958639257e-03,3.9988444965272252e-01,0.0000000000000000e+00,2.8061784383208926e-01,6.4777121765815460e-02,1.6903394990873641e-01,4.4516009324806455e-01,0.0000000000000000e+00,8.7690348762706005e-01,1.2312848865901015e-01,5.6729655615668895e-02,5.7349086584212094e-01
7.8909465275242652e-01,3.7296108882596635e-01,0.0000000000000000e+00,8.4231952454986075e-02,2.1226980689780361e-01,1.5101868630103600e-02,4.0434992459417157e-01,0.0000000000000000e+00,7.9597871643889428e-02,3.2311848077004923e-01,1.0843114620940741e-01,2.5296801512762501e-01
2.7142077346373705e-01,4.0260564202088199e-02,0.0000000000000000e+00,4.4419282058984194e-01,2.1095821023028083e-01,2.0008792670812373e-01,4.4558221935404113e-01,0.0000000000000000e+00,5.0336629479646722e-01,3.4373817964973957e-01,8.4400832092213474e-01,9.4002100604734706e-01
8.0915220319496250e-01,9.7119623596339494e-02,0.0000000000000000e+00,1.8039896884714923e-01,2.0281528127260171e-01,3.2127432008436113e-01,2.4274798897418814e-01,0.0000000000000000e+00,8.4637472240786327e-02,1.2256143523135650e-01,6.1930876829545767e-01,1.0798317940125512e-01
2.1439497474549096e-01,2.1319812100004409e-01,0.0000000000000000e+00,5.5879555580860912e-02,3.1864623036848383e-01,1.1571768219319359e-01,2.2042642579897259e-01,0.0000000000000000e+00,9.8745536427966374e-01,6.6653098508950681e-02,3.3742898890549489e-01,4.0579742634420768e-01
5.2341708273841325e-02,2.8463748363533503e-01,0.0000000000000000e+00,1.4481510356686639e-01,3.6242208712418700e-01,1.0128384430014752e-01,1.5828929711331854e-01,0.0000000000000000e+00,3.5720979555100096e-01,2.9795443260890375e-01,6.6281972007781520e-01,6.8914679647464938e-01
4.7749339284457593e-01,3.4083380993664925e-01,0.0000000000000000e+00,1.6000376787513729e-01,3.5411542877600244e-01,2.0659129172761795e-01,2.9482701525249855e-01,0.0000000000000000e+00,5.8541974768878546e-01,3.6164378554119314e-01,9.2338019237354474e-01,9.6687066937195820e-01
2.7692818257155549e-01,3.0149420177453162e-01,0.0000000000000000e+00,2.3035483172376298e-01,8.5312800374508169e-02,4.1690136296460095e-01,2.1994687636978771e-01,0.0000000000000000e+00,4.9674437527447801e-01,1.0295291188111749e-01,1.2928372153099299e-01,2.2273992866941983e-02
6.1830066116465310e-01,5.5238996028588956e-02,0.0000000000000000e+00,2.6005599251742983e-01,4.1622918688811728e-01,1.4552116919630376e-01,3.5216587662236232e-01,0.0000000000000000e+00,2.3589683844119436e-01,3.9466218499735783e-01,5.5749491010727725e-01,9.1248101435931828e-01
9.5812093759180317e-01,5.1224920467896661e-03,0.0000000000000000e+00,2.4295522317065019e-01,3.7303119263316614e-01,9.4007228651108346e-02,4.3688396666797391e-01,0.0000000000000000e+00,6.6590899805597292e-02,4.6638427042344383e-01,8.2380154822875906e-01,5.9864621343526458e-01
7.6587446118027636e-01,3.4926665458417799e-01,0.0000000000000000e+00,2.2805694878202487e-01,4.6520382201186483e-02,1.5242504931953968e-02,2.4055365144440652e-01,0.0000000000000000e+00,3.6217971485944878e-01,3.5352824732372556e-01,7.2816256235996435e-01,2.5614272305063901e-01
9.7260838885799372e-01,1.5492918153918139e-01,0.0000000000000000e+00,1.3218219571795797e-01,2.5735522241058245e-01,3.2579307992441819e-01,2.8626368825469140e-01,0.0000000000000000e+00,3.2479404394214706e-02,3.5936953718929093e-01,2.6633847347668005e-01,4.5040757294547307e-01
5.0050948391417527e-01,2.8743870368420332e-01,0.0000000000000000e+00,2.8641105887744356e-01,1.0981973540296137e-01,3.6647577113321277e-02,2.2227415699802595e-02,0.0000000000000000e+00,9.3158663726405000e-01,2.3539765037523275e-01,6.9107065101957632e-02,6.5580525205017826e-01
3.8708637050636829e-01,6.3017921528886550e-02,0.0000000000000000e+00,2.3161479616718436e-01,1.6093033371946029e-02,1.5599627951975906e-01,2.0374139912431771e-01,0.0000000000000000e+00,8.8673858893174984e-01,1.3642172690458812e-01,6.5129147944776222e-01,6.9149561035589446e-02
5.0684649324262177e-01,1.0316769621527687e-01,0.0000000000000000e+00,3.7794116234050085e-01,3.7171480915238357e-02,3.6047583944122419e-01,2.2462897223371880e-01,0.0000000000000000e+00,2.1157371549221016e-01,4.6372646955725777e-01,5.6319464816664078e-01,5.9509756647084888e-01
9.5456130920491189e-01,4.4048798188045635e-01,0.0000000000000000e+00,2.6697433868556503e-01,2.4150840438212978e-01,2.8829276011169769e-01,1.4922119543122341e-03,0.0000000000000000e+00,6.1188228265503075e-01,2.8059154004495140e-01,4.0102018605613310e-01,7.4732018929148047e-02
2.8258211910210829e-02,3.9562123227027313e-01,0.0000000000000000e+00,1.4245243979878883e-01,8.1840997868288565e-02,4.0417381212971759e-01,3.7436582002037500e-01,0.0000000000000000e+00,8.2424697821592807e-01,3.6238867437192751e-01,9.0015505345935942e-01,9.7930287176134367e-01
5.8484885392618313e-02,1.0774496591108644e-01,0.0000000000000000e+00,2.1771377954901691e-01,4.7807050393670519e-01,1.5151726850368588e-01,1.5634511525774020e-01,0.0000000000000000e+00,3.7703075177414558e-02,2.5057023062610417e-01,5.0804463858782989e-01,5.4910497069224373e-01
8.7402764559445445e-01,4.2760432879400856e-01,0.0000000000000000e+00,1.7235578686605232e-01,8.0601752985883221e-02,1.6358232401179956e-01,1.0834672101127535e-01,0.0000000000000000e+00,2.0517204817047485e-01,4.8934920086589895e-02,4.1889613751605403e-01,4.2978499703722117e-01
5.7631048283468833e-01,2.3401867757959141e-01,0.0000000000000000e+00,5.9833755370489197e-02,6.3855074194580710e-02,3.2116367845903010e-01,3.1268226738450594e-01,0.0000000000000000e+00,4.9396337191376771e-01,3.4024108822834548e-01,4.2189666174467400e-02,7.4103976826424889e-02
2.0341850447835075e-01,2.8056492490125357e-01,0.0000000000000000e+00,1.1424800926570200e-01,3.3161380240709977e-02,2.4990509331625785e-01,3.7036086302167104e-01,0.0000000000000000e+00,9.2414332869546212e-01,4.0416615366646885e-01,8.6808155019701427e-01,9.8051807196426677e-01
4.7007859469266222e-02,3.5528592521103258e-01,0.0000000000000000e+00,3.0145973762440698e-01,1.5915420215997805e-01,9.6468693934967584e-02,2.7486591788623377e-01,0.0000000000000000e+00,2.4965498157213761e-01,1.2795179813859772e-01,2.5733032110016740e-01,2.4413811025187626e-01
9.7436116103322501e-01,1.6113740853144318e-01,0.0000000000000000e+00,1.2711151228280237e-01,2.9924464466008049e-01,3.6215092094285967e-01,4.5740906233181833e-01,0.0000000000000000e+00,5.6288944987712419e-02,4.0595815763029713e-01,6.3379454643321154e-01,9.2660159387873131e-01
5.5729327881079493e-01,3.5854573718344618e-01,0.0000000000000000e+00,1.3803660498392270e-01,8.8303588134729424e-02,3.8110847566875711e-01,3.7752707706121091e-01,0.0000000000000000e+00,1.7092179642253202e-01,1.7093613237253838e-01,9.3251786809102755e-01,8.4068131143270275e-02
3.4643451917624191e-02,5.0279967424560777e-02,0.0000000000000000e+00,4.6157499304067967e-01,1.7134898824620898e-01,2.7911425894821335e-01,3.8233284901532227e-01,0.0000000000000000e+00,9.1134838088021519e-01,4.2760564311141241e-01,2.7258214365192490e-02,1.7355660052902833e-01
3.6697115927974333e-01,4.5418090417956342e-01,0.0000000000000000e+00,2.1812009296520621e-01,1.5963754445652992e-01,1.1793397153856612e-01,4.0664244018941254e-01,0.0000000000000000e+00,9.9304048149535262e-01,2.9170276718378252e-01,7.2407177041772131e-01,7.8820395650706643e-01
9.8622058545767088e-01,4.0240492047567002e-02,0.0000000000000000e+00,2.1736708137361116e-01,2.3882686793022856e-01,1.5456566417607137e-01,3.2545256861168648e-01,0.0000000000000000e+00,9.3700562987174107e-02,1.2000436949714460e-01,9.6882915283898829e-01,7.5565441248073717e-01
8.1737477587794660e-01,1.0131869917829968e-02,0.0000000000000000e+00,1.0174820182103320e-01,3.2813098878755231e-01,1.8037872753625020e-02,4.6088644971144949e-01,0.0000000000000000e+00,5.3537225812095879e-01,1.9595097235842565e-01,8.4079807325961742e-01,2.3234099051971313e-01
2.8595798515505511e-01,6.8668670834485301e-02,0.0000000000000000e+00,6.4124925838417071e-02,7.1688095046587116e-02,2.8384485455158478e-02,2.9786652777977200e-02,0.0000000000000000e+00,6.5183544857377207e-01,1.1840050932580062e-01,8.0124680887084110e-01,1.5011387839605517e-01
6.6074343133240876e-01,1.7014285807332966e-01,0.0000000000000000e+00,7.3366816590728620e-02,5.3574540576535983e-02,3.7563502312150693e-01,1.5676772835457958e-01,0.0000000000000000e+00,5.8862196000179234e-01,1.5449572418295102e-01,2.5271924302037219e-01,2.6598569015612306e-02
8.5918826998709119e-01,3.3167667092562825e-01,0.0000000000000000e+00,4.0787227714318530e-02,2.8234201202547593e-01,1.8509961828065460e-01,2.8381074607016354e-01,0.0000000000000000e+00,6.0220197684227728e-01,4.2001144994888231e-02,8.5749568650587493e-01,7.2170418253611346e-01
6.4490249273307376e-01,1.0577676318902159e-01,0.0000000000000000e+00,3.0425765618691802e-01,1.2494794348787190e-02,2.8082138288281128e-01,3.6107729998135352e-01,0.0000000000000000e+00,3.4988420688282251e-01,1.5229850858985799e-01,5.4117796286591391e-01,3.1896169032805366e-01
5.6168328280940893e-01,1.3902347875575724e-01,0.0000000000000000e+00,1.3870831001790643e-01,9.2801028803149596e-02,5.2077804926497107e-02,4.0989728365673250e-01,0.0000000000000000e+00,2.2572828079430618e-02,1.9956308027832045e-01,7.4734094860613220e-02,3.5273468920056206e-01
9.0676497037789328e-01,4.3819818438668445e-01,0.0000000000000000e+00,1.4118044634704985e-01,2.9010594160424263e-01,2.0300031908559960e-01,4.1930653190269795e-03,0.0000000000000000e+00,8.6186680982116459e-01,1.2897800870571610e-01,3.3909770745585321e-01,9.2864158559964416e-01
9.8291901836026985e-01,2.1884576133015091e-01,0.0000000000000000e+00,3.7349304776414621e-01,4.2251163212013020e-02,3.3456991277103520e-01,3.1915696999542054e-02,0.0000000000000000e+00,2.0789700333740280e-02,2.4282420883781478e-01,4.5850683724692609e-01,6.8414270243106978e-01
8.2466490813706939e-01,2.1319800583175480e-01,0.0000000000000000e+00,2.6754465144760564e-01,1.2130598032280171e-01,1.3622127277599483e-01,1.8093394700404647e-01,0.0000000000000000e+00,5.5181379999161839e-01,1.0932829267134766e-02,8.9836736002181272e-01,1.7240431511370113e-01
3.6759237382382182e-01,4.8304841825048683e-01,0.0000000000000000e+00,1.7590110419439511e-01,3.4587271760859600e-01,4.4919393691408843e-01,5.4330205496356032e-02,0.0000000000000000e+00,5.1300366451672752e-01,2.2420325843077660e-01,7.2296877340135057e-01,3.3817819659764825e-01
2.7647833149294865e-01,2.0055782855077062e-01,0.0000000000000000e+00,3.1039471629859783e-01,5.8144288023499850e-02,2.4392829035935767e-01,3.0805167330579898e-02,0.0000000000000000e+00,1.4909395762767996e-01,3.3894565423127992e-02,7.2385241918271093e-01,3.7637240500584945e-01
6.5031999483361780e-01,1.3361275134417610e-02,0.0000000000000000e+00,2.1759246715010791e-01,1.7852387170951253e-01,2.6983185654750796e-01,1.2657266789123373e-01,0.0000000000000000e+00,5.3788538919812767e-01,3.9786423835254492e-01,6.6788391276006331e-02,6.2599624113600072e-01
5.2306709563096265e-01,1.0260169076521043e-01,0.0000000000000000e+00,3.7459062590090692e-01,4.7695672565455172e-01,1.5965033684459579e-01,2.4561886227903443e-01,0.0000000000000000e+00,8.7767906685212016e-01,1.0618171131433789e-01,1.8460147604448029e-01,8.4844725671504495e-01
