"X0";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"X11"
4.5480903819236151e-01;5.3799240151969607e-01;2.8864227154569083e-01;2.8194361127774442e-01;2.8304339132173562e-01;7.1875624875024990e-01;2.7924415116976603e-01;6.2677464507098579e-01;7.3155368926214759e-01;2.8424315136972605e-01;3.2993401319736049e-02;4.3591281743651267e-01
9.6810637872425509e-01;3.1723655268946210e-01;2.3295340931813638e-02;2.4895020995800838e-02;2.4795040991801638e-02;9.7350529894021187e-01;2.6394721055788842e-02;9.6550689862027594e-01;9.7130573885222948e-01;2.4695060987802438e-02;9.4181163767246542e-02;7.6604679064187164e-01
1.9166166766646670e-01;9.6170765846830630e-01;3.2693461307738453e-01;2.9884023195360926e-01;2.9344131173765248e-01;7.1545690861827627e-01;2.8154369126174766e-01;6.9336132773445314e-01;7.2155568886222754e-01;2.9114177164567084e-01;1.5916816636672665e-01;7.2225554889022192e-01
2.4025194961007798e-01;7.4145170965806839e-01;4.1081783643271347e-01;3.9432113577284539e-01;3.9702059588082383e-01;6.0777844431113770e-01;3.8642271545690859e-01;5.8828234353129372e-01;5.6858628274345124e-01;3.9712057588482302e-01;8.1553689262147566e-01;1.4297140571885622e-02
2.9484103179364124e-01;1.3957208558288342e-01;5.7898420315936805e-01;5.7308538292341527e-01;5.8368326334733056e-01;4.2841431713657269e-01;5.6938612277544487e-01;3.9332133573285344e-01;3.8812237552489498e-01;5.8308338332333531e-01;7.3085382923415321e-02;7.8804239152169564e-01
2.8924215156968608e-01;2.6274745050989801e-01;5.4409118176364724e-01;5.4439112177564486e-01;5.4099180163967209e-01;4.6180763847230555e-01;5.4189162167566485e-01;5.6608678264347123e-01;4.7490501899620075e-01;5.4289142171565685e-01;9.1061787642471503e-01;7.9314137172565480e-01
1.6696660667866427e-02;7.9714057188562282e-01;9.8900219956008795e-01;9.8760247950409918e-01;9.8780243951209756e-01;1.1697660467906419e-02;9.8800239952009594e-01;1.1797640471905619e-02;6.7986402719456109e-03;9.8760247950409918e-01;2.1605678864227154e-01;7.7054589082183556e-01
8.4853029394121171e-01;8.0643871225754848e-01;5.2909418116376727e-01;5.2569486102779439e-01;5.2879424115176965e-01;4.6760647870425914e-01;5.3769246150769845e-01;5.5418916216756642e-01;4.2941411717656469e-01;5.2859428114377127e-01;5.3199360127974404e-01;9.9820035992801437e-01
4.7770445910817833e-01;7.2385522895420912e-02;7.7454509098180357e-01;7.7424515096980606e-01;7.6174765046990600e-01;2.2405518896220755e-01;7.7504499100179958e-01;2.3975204959008198e-01;2.2505498900219956e-01;7.6044791041791637e-01;8.1233753249350127e-01;2.3005398920215955e-01
1.3397320535892820e-02;9.8420315936812630e-01;6.3987202559488099e-01;6.2687462507498493e-01;6.3167366526694657e-01;3.6912617476504700e-01;6.3157368526294744e-01;3.4793041391721652e-01;4.5970805838832229e-01;6.3427314537092583e-01;2.7714457108578283e-01;3.6182763447310534e-01
9.5060987802439512e-01;6.0327934413117379e-01;9.6080783843231349e-02;8.6682663467306534e-02;8.6282743451309735e-02;9.2041591681663659e-01;7.7684463107378518e-02;9.1741651669666058e-01;9.4911017796440711e-01;8.5082983403319337e-02;6.5696860627874420e-01;1.6796640671865626e-01
3.6802639472105575e-01;2.9694061187762444e-01;3.4643071385722857e-01;3.4793041391721652e-01;3.5242951409718054e-01;6.3247350529894020e-01;3.6452709458108379e-01;6.6316736652669461e-01;6.1027794441111771e-01;3.5252949410117973e-01;8.8512297540491902e-01;1.5176964607078583e-01
9.1041791641671665e-01;5.2069586082783437e-01;3.1533693261347728e-01;3.4963007398520296e-01;3.5032993401319734e-01;6.5326934613077381e-01;3.4183163367326536e-01;6.9316136772645465e-01;7.5754849030193960e-01;3.5132973405318935e-01;7.0925814837032586e-01;7.9074185162967403e-01
7.8984203159368127e-01;3.1393721255748847e-01;6.4567086582683464e-01;6.5236952609478105e-01;6.5446910617876419e-01;3.2963407318536292e-01;6.6706658668266339e-01;2.5694861027794441e-01;3.0863827234553087e-01;6.5456908618276344e-01;1.3897220555888821e-02;7.9484103179364129e-01
7.8314337132573486e-01;2.6004799040191962e-01;5.7908418316336729e-01;5.5628874225154967e-01;5.4859028194361126e-01;4.4651069786042791e-01;5.5638872225554892e-01;4.9520095980803835e-01;4.8530293941211755e-01;5.5148970205958803e-01;8.4933013397320534e-01;4.1651669666066787e-01
7.4985002999400120e-03;6.8006398720255945e-01;7.3325334933013397e-01;7.2205558888222354e-01;7.3015396920615872e-01;2.6594681063787240e-01;7.3565286942611474e-01;2.4505098980203957e-01;2.6064787042591481e-01;7.3015396920615872e-01;3.3303339332133575e-01;3.7872425514897018e-01
5.5198960207958403e-01;2.4945010997800440e-01;4.7900419916016795e-01;4.6830633873225352e-01;4.6530693861227751e-01;5.3439312137572481e-01;4.6500699860027994e-01;5.3019396120775841e-01;4.7240551889622073e-01;4.6510697860427913e-01;6.2387522495500898e-02;9.7790441911617676e-01
6.7936412717456507e-01;3.4573085382923413e-01;4.2491501699660067e-02;4.5390921815636871e-02;4.6290741851629673e-02;9.5460907818436314e-01;4.3391321735652869e-02;9.7580483903219351e-01;9.3091381723655264e-01;4.6890621875624872e-02;9.8440311937612479e-01;4.6480703859228151e-01
5.4229154169166160e-01;5.5918816236752644e-01;7.0515896820635871e-01;7.4305138972205553e-01;7.3985202959408114e-01;2.6274745050989801e-01;7.3415316936612673e-01;2.2745450909818035e-01;2.7024595080983804e-01;7.4175164967006590e-01;2.8794241151769645e-01;2.9424115176964605e-01
4.7100579884023192e-01;1.5496900619876025e-01;6.0387922415516893e-01;5.8728254349130171e-01;5.9558088382323537e-01;4.1061787642471503e-01;5.8408318336332732e-01;4.4291141771645670e-01;2.9104179164167165e-01;5.9608078384323138e-01;9.0001999600079985e-01;2.2205558888222354e-01
9.7280543891221749e-01;4.4391121775644871e-01;7.5534893021395721e-01;7.4475104979004192e-01;7.5674865026994598e-01;2.4105178964207158e-01;7.5164967006598682e-01;2.0255948810237950e-01;2.0105978804239152e-01;7.5894821035792837e-01;8.6182763447310531e-02;6.5066986602679466e-01
1.3117376524695060e-01;7.3675264947010599e-01;8.2513497300539884e-01;8.1393721255748852e-01;8.1583683263347329e-01;1.7606478704259149e-01;8.2633473305338934e-01;1.7796440711857628e-01;1.9736052789442110e-01;8.1633673265346929e-01;1.7066586682663468e-01;9.0721855628874226e-01
1.9276144771045789e-01;1.6556688662267546e-01;7.7374525094981006e-01;7.9514097180563881e-01;7.9564087182563481e-01;2.0605878824235152e-01;7.9194161167766441e-01;2.7084583083383323e-01;1.7006598680263946e-01;7.9654069186162768e-01;6.7446510697860429e-01;9.3681263747250543e-01
8.4503099380123969e-01;3.0903819236152769e-01;9.2431513697260548e-01;9.3211357728454303e-01;9.3291341731653665e-01;6.8486302739452110e-02;9.3301339732053590e-01;6.1387722455508893e-02;9.1781643671265747e-02;9.3251349730053990e-01;4.3491301739652066e-01;2.8074385122975404e-01
2.6234753049390119e-01;9.7690461907618475e-01;8.6502699460107979e-01;8.6712657468506293e-01;8.7082583483303333e-01;1.3607278544291140e-01;8.6732653469306131e-01;1.2577484503099379e-01;1.5226954609078183e-01;8.7142571485702858e-01;1.7896420715856828e-01;8.9322135572885419e-01
7.4835032993401318e-01;3.3863227354529091e-01;7.0905818836232748e-01;7.0645870825834833e-01;7.0135972805438906e-01;3.0103979204159165e-01;7.0115976804639069e-01;2.8264347130573886e-01;3.1623675264947010e-01;7.0185962807438507e-01;5.7318536292741451e-01;1.4647070585882824e-01
2.7694461107778442e-02;9.4201159768046383e-01;3.0953809238152369e-01;3.0983803239352126e-01;3.1343731253749246e-01;6.8936212757448512e-01;3.1153769246150770e-01;7.8064387122575485e-01;6.3297340531893620e-01;3.0823835232953406e-01;9.1581683663267344e-01;8.7382523495300934e-01
3.8192361527694457e-01;8.6852629474105181e-01;8.8862227554489104e-01;8.9232153569286143e-01;8.9262147570485895e-01;1.0807838432313537e-01;8.8912217556488704e-01;1.1147770445910818e-01;1.1997600479904019e-01;8.9152169566086781e-01;4.7230553889222154e-01;4.0941811637672465e-01
4.2061587682463508e-01;7.0035992801439706e-01;3.7012597480503900e-01;3.5952809438112376e-01;3.6352729454109178e-01;6.5986802639472109e-01;3.3933213357328534e-01;7.7444511097780444e-01;6.4607078584283140e-01;3.6352729454109178e-01;8.6622675464907017e-01;9.8760247950409918e-01
6.2267546490701853e-01;1.8896220755848830e-01;1.8516296740651869e-01;1.8496300739852028e-01;1.9116176764647069e-01;8.0723855228954211e-01;1.9286142771445711e-01;8.7082583483303333e-01;7.7624475104978996e-01;1.9216156768646270e-01;8.6082783443311339e-01;9.4991001799640074e-01
5.5668866226754643e-01;9.5040991801639674e-01;3.2273545290941813e-01;3.5672865426914618e-01;3.6022795440911815e-01;6.4697060587882416e-01;3.5502899420115974e-01;6.0797840431913619e-01;6.8906218756248749e-01;3.5992801439712058e-01;8.7882423515296931e-02;8.9352129574085182e-01
2.3445310937812436e-01;4.1481703659268143e-01;1.5896820635872824e-01;1.6626674665066987e-01;1.6556688662267546e-01;8.3213357328534288e-01;1.6676664667066585e-01;8.3033393321335724e-01;8.2873425314937010e-01;1.6636672665466906e-01;4.2791441711657668e-01;6.7356528694261142e-01
5.9908018396320728e-01;9.6680663867226554e-02;3.3373325334933013e-01;3.4453109378124375e-01;3.4753049390121976e-01;6.5556888622275544e-01;3.4263147370525893e-01;6.4237152569486100e-01;5.9518096380723851e-01;3.5072985402919415e-01;2.7674465106978602e-01;7.3175364927014597e-01
2.2025594881023794e-01;1.2827434513097380e-01;2.1265746850629874e-01;1.9456108778244349e-01;1.8986202759448109e-01;8.1583683263347329e-01;1.8706258748250348e-01;8.1173765246950602e-01;8.1683663267346529e-01;1.9146170765846829e-01;5.7388522295540889e-01;3.5552889422115574e-01
3.2863427314537091e-01;5.2229554089182162e-01;6.8686262747450511e-01;6.6906618676264740e-01;6.6916616676664664e-01;3.3593281343731252e-01;6.6216756648670261e-01;3.2853429314137172e-01;3.7352529494101178e-01;6.6816636672665464e-01;6.7656468706258743e-01;2.4745050989802039e-01
7.6264747050589876e-01;9.3591281743651267e-01;8.7932413517296537e-01;8.6752649470105980e-01;8.7122575484903020e-01;1.2937412517496499e-01;8.7132573485302933e-01;1.2757448510297939e-01;1.2787442511497699e-01;8.7042591481703657e-01;5.8798240351929609e-01;2.5884823035392923e-01
9.6710657868426309e-01;3.4513097380523894e-01;2.7094581083783242e-01;2.4575084983003398e-01;2.4625074985002998e-01;7.5314937012597483e-01;2.4525094981003798e-01;7.9394121175764842e-01;7.5984803039392124e-01;2.4615076984603079e-01;8.2813437312537486e-01;5.4389122175564886e-01
9.6410717856428707e-01;4.2431513697260548e-01;8.1353729254149165e-01;8.0573885222955410e-01;8.0463907218556285e-01;2.0145970805838831e-01;7.9874025194961007e-01;2.0125974805038990e-01;1.6886622675464907e-01;8.0493901219756048e-01;7.7364527094581081e-01;7.8584283143371320e-02
4.7510497900419912e-01;6.9226154769046189e-01;5.5948810237952407e-01;5.7088582283543288e-01;5.5808838232353530e-01;4.2551489702059586e-01;5.7978404319136168e-01;3.7842431513697261e-01;5.2239552089582086e-01;5.6108778244351132e-01;3.0813837232553487e-01;2.6354729054189163e-01
9.6070785842831430e-01;5.0349930013997202e-01;7.4975004999000194e-01;7.4065186962607477e-01;7.4695060987802442e-01;2.5114977004599082e-01;7.4955008998200356e-01;2.3555288942211558e-01;2.0915816836632672e-01;7.4835032993401318e-01;2.5614877024595079e-01;5.4179164167166560e-01
6.0657868426314732e-01;5.2109578084383124e-01;8.8452309538092377e-01;8.8262347530493901e-01;8.7532493501299735e-01;1.3107378524295141e-01;8.7112577484503095e-01;9.2981403719256145e-02;6.2387522495500898e-02;8.7532493501299735e-01;7.4385122975404921e-02;3.9822035592881422e-01
4.4161167766446707e-01;3.4403119376124774e-01;3.7742451509698061e-01;3.8852229554089179e-01;3.7922415516896618e-01;6.0807838432313532e-01;3.8962207558488299e-01;5.3869226154769045e-01;5.4529094181163762e-01;3.7742451509698061e-01;1.0197960407918417e-02;9.7470505898820237e-01
4.6270745850829831e-01;6.4207158568286338e-01;6.0737852429514094e-01;5.9058188362327535e-01;5.9218156368726249e-01;4.1031793641271747e-01;5.9058188362327535e-01;4.6010797840431911e-01;4.5300939812037588e-01;5.9358128374325136e-01;5.2179564087182562e-01;9.2801439712057587e-01
1.9456108778244349e-01;5.0429914017196553e-01;7.4065186962607477e-01;7.1905618876224753e-01;7.0685862827434509e-01;3.0333933213357328e-01;6.9926014797040592e-01;3.7862427514497099e-01;2.3425314937012598e-01;7.0675864827034596e-01;9.7630473905218951e-01;1.1327734453109378e-01
2.4545090981803638e-01;7.3345330933813235e-01;1.4247150569886022e-01;1.2397520495900820e-01;1.2937412517496499e-01;8.6852629474105181e-01;1.3097380523895222e-01;8.5892821435712852e-01;8.0463907218556285e-01;1.2917416516696661e-01;3.2773445310937810e-01;6.5566886622675458e-01
4.5360927814437113e-01;4.2961407718456307e-01;6.1227754449110172e-01;6.2377524495100978e-01;6.1997600479904014e-01;3.8282343531293739e-01;6.1777644471105775e-01;3.5692861427714456e-01;3.6522695460907817e-01;6.2057588482303538e-01;1.7416516696660667e-01;6.7186562687462503e-01
5.0099980003999200e-01;5.8688262347530495e-01;6.8826234753049387e-01;7.2875424915016995e-01;7.2925414917016596e-01;2.7194561087782443e-01;7.2695460907818432e-01;2.4925014997000600e-01;2.7134573085382924e-01;7.3025394921015796e-01;1.2857428514297140e-01;7.6234753049390114e-01
2.9514097180563886e-01;1.4807038592281543e-01;8.1613677264547091e-01;8.2793441311737648e-01;8.2423515296940608e-01;1.8516296740651869e-01;8.1593681263747242e-01;2.0285942811437713e-01;2.5084983003399319e-01;8.2373525294941008e-01;5.8378324335132969e-01;7.9154169166166766e-01
5.7708458308338328e-01;9.9620075984803036e-01;1.5796840631873626e-02;1.7696460707858429e-02;1.6896620675864827e-02;9.8350329934013192e-01;1.6496700659868024e-02;9.7820435912817427e-01;9.8570285942811431e-01;1.7096580683863227e-02;2.3885222955408916e-01;4.7980403919216152e-01
6.2167566486702652e-01;9.4481103779244152e-02;5.6608678264347123e-01;5.8958208358328335e-01;5.8578284343131370e-01;4.1021795640871822e-01;5.9898020395920815e-01;4.7610477904419113e-01;3.8012397520495900e-01;5.8838232353529296e-01;8.2703459308138372e-01;5.8428314337132570e-01
9.8510297940411917e-01;1.2057588482303538e-01;4.9880023995200956e-01;5.1319736052789444e-01;5.0549890021995603e-01;4.8230353929214154e-01;5.2269546090781838e-01;4.8300339932013597e-01;4.6390721855628875e-01;5.0589882023595278e-01;3.1503699260147972e-01;7.9374125174965005e-01
3.1993601279744051e-02;7.8624275144971001e-01;6.1237752449510097e-01;6.0577884423115380e-01;5.9398120375924812e-01;4.0361927614477106e-01;5.9148170365926811e-01;4.5760847830433909e-01;3.6832633473305337e-01;5.9318136372725450e-01;5.0069986002799438e-01;9.0941811637672465e-01
6.8966206758648263e-01;2.9124175164967003e-01;9.4811037792441510e-01;9.4541091781643671e-01;9.4771045790841824e-01;5.3789242151569681e-02;9.4441111777644471e-01;8.4683063387322538e-02;5.3689262147570485e-02;9.4801039792041586e-01;7.1115776844631073e-01;9.4261147770445908e-01
8.1853629274145168e-01;6.5676864627074583e-01;8.7762447510497898e-01;8.7952409518096375e-01;8.7512497500499897e-01;1.2707458508298339e-01;8.7122575484903020e-01;1.8816236752649471e-01;1.1947610477904419e-01;8.7452509498100373e-01;4.9440111977604478e-01;9.9020195960807833e-01
5.2759448110377927e-01;1.6416716656668665e-01;1.8186362727454508e-01;1.7416516696660667e-01;1.6196760647870426e-01;8.3153369326134774e-01;1.6866626674665067e-01;8.0603879224155162e-01;8.3903219356128766e-01;1.6136772645470907e-01;3.1203759248150370e-01;5.0229954009198163e-01
3.7522495500899816e-01;3.9482103579284139e-01;4.9980003999200157e-01;4.9710057988402317e-01;4.9370125974805035e-01;4.9210157968406315e-01;5.1059788042391518e-01;4.4471105778844228e-01;4.2621475704859024e-01;4.9240151969606077e-01;2.2955408918216355e-01;4.0121975604879023e-01
5.9048190361927611e-01;8.1283743251349724e-02;4.0991801639672061e-03;3.7992401519696059e-03;3.3993201359728054e-03;9.9630073985202960e-01;3.5992801439712055e-03;9.9350129974005197e-01;9.9350129974005197e-01;3.3993201359728054e-03;1.4777044591081784e-01;5.4519096180763849e-01
1.0907818436312737e-01;9.8750249950009994e-01;6.4487102579484104e-02;6.9286142771445708e-02;7.5684863027394522e-02;9.2291541691661660e-01;7.6284743051389714e-02;9.4141171765646869e-01;9.1661667666466706e-01;7.4785042991401721e-02;5.1829634073185360e-01;8.8722255548890216e-01
8.4643071385722857e-01;2.6564687062587483e-01;6.9926014797040592e-01;7.2085582883423316e-01;7.2785442911417708e-01;2.8704259148170364e-01;7.1025794841031786e-01;3.5482903419316136e-01;3.0343931213757247e-01;7.2915416916616671e-01;8.3303339332133575e-01;6.5036992601479704e-01
1.7576484703059386e-01;9.5180963807238550e-01;5.1849630073985198e-01;5.9168166366726649e-01;5.9068186362727448e-01;4.2741451709658068e-01;5.6748650269946010e-01;3.9442111577684463e-01;5.0709858028394317e-01;5.8918216356728648e-01;4.9180163967206558e-01;2.1815636872625474e-01
9.0581883623275336e-02;8.9762047590481897e-01;9.4981003799240149e-01;9.4491101779644071e-01;9.4621075784843023e-01;5.6688662267546486e-02;9.4401119776044784e-01;6.8186362727454500e-02;6.1987602479504099e-02;9.4651069786042785e-01;6.8776244751049787e-01;6.0387922415516893e-01
5.8158368326334731e-01;3.6382723455308935e-01;1.8316336732653468e-01;1.7826434713057387e-01;1.7546490701859627e-01;8.2703459308138372e-01;1.7586482703459308e-01;8.5942811437712452e-01;7.9454109178164367e-01;1.7556488702259548e-01;8.1533693261347728e-01;7.2095580883823229e-01
6.5666866626674658e-01;1.4017196560687861e-01;6.3487302539492096e-01;6.3717256548690260e-01;6.3267346530693858e-01;3.6342731453709259e-01;6.3787242551489698e-01;4.2481503699260148e-01;3.2593481303739252e-01;6.3197360527894419e-01;9.8910217956408719e-01;3.4293141371725656e-02
9.0541891621675663e-01;7.6304739052189563e-01;2.4045190961807639e-01;2.3835232953409316e-01;2.3225354929014197e-01;7.5844831033793236e-01;2.3985202959408117e-01;7.9914017196560683e-01;8.2363527294541083e-01;2.3245350929814038e-01;7.5084983003399319e-01;6.1477704459108173e-01
9.5420915816836627e-01;4.4451109778044390e-01;4.7030593881223753e-01;4.8240351929614073e-01;4.6510697860427913e-01;5.3739252149570083e-01;4.6260747850429912e-01;5.5488902219556091e-01;5.0989802039592080e-01;4.6500699860027994e-01;3.9482103579284139e-01;7.1155768846230749e-01
1.1187762447510498e-01;7.2645470905818832e-01;1.3837232553489301e-01;1.2877424515096980e-01;1.3137372525494900e-01;8.7172565486902620e-01;1.3337332533493301e-01;8.2483503299340133e-01;8.2723455308938210e-01;1.3317336532693461e-01;3.3903219356128772e-01;1.8366326734653068e-01
4.8450309938012398e-01;2.0155968806238753e-01;4.1401719656068786e-01;4.1081783643271347e-01;4.1171765646870623e-01;5.8988202359528097e-01;4.1111777644471104e-01;5.9808038392321539e-01;6.4307138572285538e-01;4.1141771645670866e-01;4.2631473705258949e-01;7.6714657068586278e-01
4.6040791841631673e-01;2.9284143171365723e-01;5.2239552089582086e-01;4.9630073985202955e-01;5.1269746050789844e-01;4.8920215956808638e-01;5.1399720055988796e-01;3.9882023595280941e-01;4.0641871625674864e-01;5.1259748050389919e-01;1.6886622675464907e-01;2.4495100979804038e-01
9.8300339932013592e-01;2.9804039192161569e-01;6.7996400719856032e-01;6.8046390721855621e-01;6.9346130773845227e-01;2.9694061187762444e-01;7.0625874825034995e-01;3.0513897220555886e-01;2.8184363127374523e-01;6.9276144771045789e-01;1.1927614477104578e-01;9.6080783843231354e-01
7.6884623075384920e-02;5.7418516296740651e-01;1.5776844631073786e-01;1.6826634673065385e-01;1.7426514697060588e-01;8.1513697260547890e-01;1.8546290741851629e-01;8.6512697460507892e-01;8.3393321335732851e-01;1.7486502699460107e-01;9.4311137772445508e-01;3.7302539492101577e-01
8.5482903419316136e-02;7.3075384923015396e-01;5.5528894221155767e-01;5.6298740251949608e-01;5.6398720255948809e-01;4.4521095780843828e-01;5.5508898220355929e-01;3.9832033593281341e-01;4.9890021995600881e-01;5.6708658268346324e-01;2.5364927014597077e-01;4.4631073785242947e-01
7.2935412917416509e-01;4.3991201759648072e-03;1.6586682663467306e-01;1.6836632673465307e-01;1.7276544691061788e-01;8.1753649270145967e-01;1.8436312737452509e-01;7.2865426914617071e-01;8.1303739252149565e-01;1.7536492701459708e-01;8.8982203559288139e-02;1.3267346530693860e-01
9.4651069786042785e-01;1.9306138772245551e-01;2.8894221155768843e-02;2.7094581083783244e-02;2.7494501099780043e-02;9.7330533893221349e-01;2.6794641071785641e-02;9.8000399920015990e-01;9.7990401919616077e-01;2.7294541091781643e-02;7.8774245150969802e-01;8.3403319336132775e-01
7.2925414917016596e-01;4.7780443911217757e-01;5.4169166166766647e-01;5.4969006198760251e-01;5.4399120175964810e-01;4.5230953809238150e-01;5.4289142171565685e-01;5.0169966006798639e-01;4.2201559688062384e-01;5.4169166166766647e-01;6.8336332733453309e-01;6.7226554689062190e-01
4.7130573885222954e-01;6.8636272745450910e-01;7.1085782843431311e-01;6.8416316736652671e-01;6.7066586682663465e-01;3.2483503299340133e-01;6.6536692661467700e-01;3.8862227554489098e-01;2.3855228954209157e-01;6.6736652669466101e-01;9.0921815636872627e-01;3.5142971405718854e-01
6.3567286542691459e-01;4.1031793641271747e-01;1.1017796440711858e-01;1.0637872425514897e-01;1.0637872425514897e-01;8.9542091581683658e-01;1.0307938412317535e-01;9.1901619676064783e-01;9.0461907618476300e-01;1.0537892421515696e-01;7.8424315136972600e-01;5.9708058388322338e-01
2.1295740851829632e-02;1.6956608678264345e-01;1.3497300539892020e-02;1.3097380523895221e-02;1.3297340531893621e-02;9.8770245950809832e-01;1.2497500499900019e-02;9.7690461907618475e-01;9.8060387922415515e-01;1.3297340531893621e-02;1.3387322535492902e-01;2.8254349130173967e-01
8.3113377324535087e-01;3.0923815236952606e-01;8.2173565286942607e-01;8.2733453309338134e-01;8.2463507298540284e-01;1.8406318736252750e-01;8.1203759248150365e-01;1.6576684663067387e-01;1.6086782643471306e-01;8.2283543291341732e-01;2.3995200959808036e-02;9.7960407918416315e-01
6.4397120575884825e-01;7.7554489102179558e-01;5.3709258148370320e-01;5.5648870225954805e-01;5.5958808238352331e-01;4.5130973805238950e-01;5.4899020195960802e-01;4.2721455708858225e-01;6.2147570485902814e-01;5.5908818236352731e-01;1.4407118576284741e-01;8.5422915416916612e-01
6.6146770645870823e-01;5.9148170365926811e-01;9.5770845830833828e-01;9.5320935812837426e-01;9.5560887822435514e-01;4.8290341931613676e-02;9.5030993801239749e-01;4.0191961607678461e-02;5.0489902019596078e-02;9.5540891821635665e-01;2.0705858828234353e-01;4.2691461707658468e-01
9.8910217956408719e-01;7.5574885022995397e-01;3.2683463307338528e-01;3.3773245350929815e-01;3.3043391321735649e-01;6.7326534693061391e-01;3.2403519296140770e-01;5.8928214357128572e-01;6.5036992601479704e-01;3.3283343331333731e-01;1.3267346530693860e-01;1.9256148770245951e-01
4.3031393721255745e-01;7.3715256948610275e-01;3.4333133373325336e-01;3.2303539292141570e-01;3.3033393321335730e-01;6.7376524695060980e-01;3.2833433313337329e-01;5.7438512297540489e-01;6.7556488702259543e-01;3.3043391321735649e-01;9.5580883823235346e-02;2.4175164967006599e-01
5.5588882223555285e-02;4.5030993801239749e-01;7.5494901019796035e-01;7.4955008998200356e-01;7.4435112977404516e-01;2.5184963007398520e-01;7.4565086982603479e-01;2.7014597080583880e-01;3.1433713257348528e-01;7.4285142971405715e-01;8.9902019596080784e-01;6.3587282543491302e-02
2.2015596880623875e-01;9.8690261947610469e-01;9.8480303939212155e-01;9.8380323935212954e-01;9.8330333933213354e-01;1.7496500699860026e-02;9.8250349930013992e-01;1.3097380523895221e-02;1.9896020795840831e-02;9.8340331933613279e-01;4.8270345930813835e-01;4.6090781843631273e-02
7.0725854829034196e-01;3.5682863427314537e-01;6.1777644471105775e-01;6.2197560487902415e-01;6.1297740451909610e-01;3.8832233553289341e-01;6.1307738452309535e-01;3.2273545290941813e-01;2.7644471105778845e-01;6.1167766446710659e-01;3.1883623275344930e-01;9.2181563687262547e-02
1.3297340531893620e-01;1.4927014597080585e-01;5.5028994201159764e-01;5.3639272145570882e-01;5.3399320135972805e-01;4.6160767846430711e-01;5.4559088182363524e-01;4.0761847630473902e-01;4.5730853829234153e-01;5.3069386122775442e-01;1.4677064587082583e-01;5.6418716256748647e-01
5.5338932213557290e-01;3.2553489302139571e-01;3.3093381323735249e-01;3.1363727254549090e-01;3.1583683263347329e-01;6.7006598680263940e-01;3.2773445310937810e-01;6.1727654469106175e-01;6.9496100779844028e-01;3.1363727254549090e-01;5.1359728054389120e-01;1.0537892421515696e-01
1.3077384523095381e-01;3.1783643271345730e-01;8.9062187562487494e-01;8.9462107578484296e-01;8.8912217556488704e-01;1.1187762447510498e-01;8.8782243551289741e-01;5.0989802039592080e-02;1.0897820435912817e-01;8.8662267546490703e-01;1.4897020595880823e-02;6.7486502699460105e-02
2.5474905018996202e-01;6.6566686662667462e-01;6.4537092581483702e-01;6.3027394521095781e-01;6.3917216556688661e-01;3.6582683463307336e-01;6.3677264547090584e-01;3.6462707458508298e-01;4.0781843631273745e-01;6.3907218556288736e-01;3.6892621475704857e-01;6.4547090581883626e-01
2.4485102979404119e-01;2.6374725054989001e-01;1.9556088782243550e-01;1.8596280743851229e-01;1.8766246750649870e-01;8.2283543291341732e-01;1.7796440711857628e-01;8.6132773445310939e-01;7.1505698860227951e-01;1.8786242751449708e-01;8.8992201559688056e-01;5.9988002399520091e-01
9.3481303739252142e-01;3.7292541491701657e-02;4.7880423915216958e-01;4.4061187762447507e-01;4.2831433713257344e-01;5.5198960207958403e-01;4.3911217756448706e-01;5.3919216156768646e-01;3.9132173565286943e-01;4.3071385722855426e-01;2.4355128974205159e-01;7.8914217156568678e-01
8.5762847430513889e-01;1.9756048790241951e-01;6.2217556488702253e-01;6.4477104579084177e-01;6.4977004599080179e-01;3.4193161367726455e-01;6.5346930613877219e-01;2.9684063187362525e-01;4.5250949810037988e-01;6.4967006598680266e-01;1.6516696660667865e-01;2.6624675064987002e-01
6.9756048790241953e-01;7.5834833033393323e-01;6.1567686462707460e-01;6.1667666466706661e-01;6.1497700459908011e-01;3.8932213557288542e-01;6.1497700459908011e-01;4.3561287742451510e-01;4.2871425714857025e-01;6.1397720455908811e-01;7.7694461107778445e-01;5.0509898020395916e-01
6.2067586482703452e-01;9.3381323735252944e-02;6.8986202759448112e-01;7.1085782843431311e-01;7.0865826834633072e-01;2.7414517096580682e-01;7.2435512897420518e-01;2.1375724855028994e-01;2.2645470905818835e-01;7.0855828834233148e-01;1.5796840631873624e-01;2.0825834833033394e-01
3.3433313337332532e-01;6.3927214557088585e-01;8.4903019396120771e-01;8.5232953409318135e-01;8.5322935412917411e-01;1.4077184563087383e-01;8.5842831433713251e-01;1.2487502499500100e-01;1.6926614677064586e-01;8.5252949410117973e-01;3.8112377524495100e-01;2.7304539092181562e-01
9.9560087982403511e-01;3.2593481303739252e-01;6.7166566686662665e-01;6.5836832633473308e-01;6.5736852629474107e-01;3.3913217356528691e-01;6.6266746650669861e-01;3.2753449310137972e-01;2.9724055188962206e-01;6.5726854629074183e-01;6.1407718456308735e-01;1.4967006598680263e-01
